Account Name,Street Address,City,State,Country,Domain,Salesforce Account ID,Segment,2H REP,2H ISR,2H DISTRICT,DM QCV Owner,STID,DISTRICT,GEN FSR,GEN ISR,DM Roster,INDUSTRY VERTICAL,INDUSTRY SEGMENT
MPI RESEARCH INC,,MATTAWAN,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,83161,MID ATLANTIC,Cowan-Strika Julie,Hammond Brad,WHITFIELD KARA,Health & Life Sciences:3,Life Sciences
CROZER-KEYSTONE HEALTH SYSTEM,,SPRINGFIELD,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,68463,NORTH EAST,Tietsworth Darren,Blose Brian,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
SHOP VAC CORPORATION,,WILLIAMSPORT,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,94730,NORTH EAST,Pickett Handon,Dominguez Nathan,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
DAA DRAEXLMAIER AUTOMOTIVE OF AMERICA LLC,,DUNCAN,South Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,67334,INBOUND GLOBAL,Parent Mark,Esping Robert,WHITFIELD KARA,Mfg & Dist:4,Automotive
SUMMIT MEDICAL GROUP PLLC,,KNOXVILLE,Tennessee,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,96725,SOUTH EAST,Keffer Jim,Elwell Tyler,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
L & W INC,,NEW BOSTON,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,80055,MID ATLANTIC,TBH - Dill Adam,Ramirez Gabriel,WHITFIELD KARA,Mfg & Dist:4,Automotive
CONSTRUCTION SPECIALTIES INC,,LEBANON,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,66398,LIBERTY,Larranaga Bill,Neal Brian,WHITFIELD KARA,Mfg & Dist:4,Discrete - Energy & Nat. Res.
LORD ABBETT & CO,,JERSEY CITY,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,79483,LIBERTY,Ochoa Gus,Trujillo Desiree,WHITFIELD KARA,Financial Services Industry:2,Financial Markets
ACCUWEATHER INC,,STATE COLLEGE,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,355281,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,CME:1,Media & Entertainment
RPC INC,,SAINT AUGUSTINE,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,92985,SOUTH EAST,Ratzel Alex,Curley Leonard,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
DICKS SPORTING GOODS INC,,CORAOPOLIS,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,68833,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,Mfg & Dist:4,Retail
RADIO ONE INC,,SILVER SPRING,Maryland,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,92015,LIBERTY,McLaughlin Stephanie,Mondragon Bryan,WHITFIELD KARA,CME:1,Media & Entertainment
LAZ PARKING LTD LLC,,HARTFORD,Connecticut,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,80482,NORTH EAST,Newman Justin,Olivares Ariana,WHITFIELD KARA,Other Industries:5,Business Services
FIRSTHEALTH OF THE CAROLINAS INC,,PINEHURST,North Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,71999,SOUTH EAST,Wales Randy,Nguyen Hung,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
SWAGELOK COMPANY,,SOLON,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,95808,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,Mfg & Dist:4,Discrete - Energy & Nat. Res.
EAST PENN MANUFACTURING CO INC,,LYON STATION,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,68542,NORTH EAST,TBH,gutierrez Michelle,WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
GRIFFON CORPORATION,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,75365,LIBERTY,Larranaga Bill,Neal Brian,WHITFIELD KARA,Mfg & Dist:4,Discrete - Energy & Nat. Res.
SS&C TECHNOLOGIES HOLDINGS INC,,WINDSOR,Connecticut,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,95861,NORTH EAST,Sparks Nathan,Brown Don,WHITFIELD KARA,Financial Services Industry:2,Banking
LORAM MAINTENANCE OF WAY INC,,HAMEL,Minnesota,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,79480,NORTH CENTRAL,Culligan Carol,Ollquist Kirstin(INTERN),WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
THRIVENT FINANCIAL FOR LUTHERANS,,MINNEAPOLIS,Minnesota,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,98502,NORTH CENTRAL,Culligan Carol,Ollquist Kirstin(INTERN),WHITFIELD KARA,Financial Services Industry:2,Insurance
WOLVERINE WORLD WIDE INC,,ROCKFORD,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,103619,MID ATLANTIC,Cowan-Strika Julie,Hammond Brad,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
DEACONESS HEALTH SYSTEM INC,,EVANSVILLE,Indiana,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,66684,MID ATLANTIC,Johnson Tony,Porter James,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
MICRON HOLDINGS INC,,KENTWOOD,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,81923,MID ATLANTIC,Cowan-Strika Julie,Hammond Brad,WHITFIELD KARA,Mfg & Dist:4,Automotive
LANDAUER INC,,GLENWOOD,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,79512,NORTH CENTRAL,Reed Bill,Stohl Ryan,WHITFIELD KARA,Other Industries:5,Research
JLL PARTNERS INC,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,79150,SOUTH CENTRAL,Slagle Jack,Lux Justin,WHITFIELD KARA,Financial Services Industry:2,Financial Markets
ENGLEWOOD HOSPITAL ASSOCIATION,,ENGLEWOOD,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,68461,LIBERTY,Ochoa Gus,Trujillo Desiree,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
MYERS INDUSTRIES INC,,AKRON,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,84214,MID ATLANTIC,Jenkins Joe,Hunt Carl,WHITFIELD KARA,Mfg & Dist:4,Automotive
HENKEL OF AMERICA INC,,ROCKY HILL,Connecticut,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,73969,INBOUND GLOBAL,Knox Damien,Lin Yanbi,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
CSA HOLDINGS  INC,,CINCINNATI,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,66504,MID ATLANTIC,Turner Tim,Golik Artur,WHITFIELD KARA,Other Industries:5,Engineering services
FAREWAY STORES INC,,BOONE,Iowa,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,71512,NORTH CENTRAL,Kimmis Shanna,Sandoval Kenny,WHITFIELD KARA,Mfg & Dist:4,Retail
SILGAN HOLDINGS INC,,STAMFORD,Connecticut,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,95506,LIBERTY,McGrade Greg,Vigil Erik,WHITFIELD KARA,Mfg & Dist:4,Discrete - Energy & Nat. Res.
RFPS MANAGEMENT COMPANY II LP,,ATLANTA,Georgia,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,88982,SOUTH EAST,Northcutt Nelson,DeNinno Mike,WHITFIELD KARA,Mfg & Dist:4,Oil and Gas
RESOURCES MANAGEMENT INC,,ROCHESTER,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,88728,NORTH EAST,Wieloszynski John,"klees, kris",WHITFIELD KARA,Other Industries:5,Business Services
DUANE MORRIS LLP,,PHILADELPHIA,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,69403,NORTH EAST,Tietsworth Darren,Blose Brian,WHITFIELD KARA,Other Industries:5,Legal Services
LEON MANAGEMENT INTERNATIONAL INC,,MIAMI,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,80895,SOUTH EAST,Burr Kevin,Wildey Robert,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
ACCO BRANDS CORPORATION,,LINCOLNSHIRE,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,355057,NORTH CENTRAL,Uzkan Janet,Dunn Nichole,WHITFIELD KARA,Mfg & Dist:4,Discrete - Media & Ent.
CEI LIQUIDATION ESTATES,,TROY,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,60603,MID ATLANTIC,TBH - Dill Adam,Ramirez Gabriel,WHITFIELD KARA,Mfg & Dist:4,Automotive
MARK IV GLOBAL HOLDING CORP,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,82767,NORTH EAST,Wieloszynski John,"klees, kris",WHITFIELD KARA,Financial Services Industry:2,Banking
KONGSBERG MARITIME SIMULATION INC,,MYSTIC,Connecticut,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,79216,INBOUND GLOBAL,Knox Damien,Lin Yanbi,WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
CAPE COD HEALTHCARE INC,,HYANNIS,Massachusetts,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,62077,NORTH EAST,Howes Paul,Benavente Scott,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
BOCA RATON REGIONAL HOSPITAL,,BOCA RATON,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,59666,SOUTH EAST,Burr Kevin,Wildey Robert,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
STEVEN MADDEN LTD,,LONG ISLAND CITY,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,95099,LIBERTY,Schlaffer Felice,Dixon Rose,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
FIL HOLDINGS CORP,,ORLANDO,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,515368,MID ATLANTIC,Hinman Brad,Garcia Cheri,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
MUELLER WATER PRODUCTS INC,,ATLANTA,Georgia,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,83305,SOUTH EAST,Northcutt Nelson,DeNinno Mike,WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
KOPPERS HOLDINGS INC,,PITTSBURGH,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,79229,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
RADIATION THERAPY SERVICES HOLDINGS INC,,FORT MYERS,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,456682,SOUTH EAST,Lamb Greg,TBH - Winters Mark,WHITFIELD KARA,Other Industries:5,Research
CARDONE INDUSTRIES INC,,PHILADELPHIA,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,62372,NORTH EAST,Tietsworth Darren,Blose Brian,WHITFIELD KARA,Mfg & Dist:4,Automotive
EVENING POST PUBLISHING COMPANY,,CHARLESTON,South Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,71817,SOUTH EAST,Richardson Tim,Nguyen Hung,WHITFIELD KARA,CME:1,Media & Entertainment
INTERMEX WIRE TRANSFER LLC,,MIAMI,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,75803,SOUTH EAST,Burr Kevin,Wildey Robert,WHITFIELD KARA,Financial Services Industry:2,Banking
RIVERSIDE HEALTH SYSTEM,,KANKAKEE,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,90108,NORTH CENTRAL,Fyfe Kenneth,Spaulding Jared,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
SPECIALTY CARE SERVICES GROUP LLC,,NASHVILLE,Tennessee,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,94869,SOUTH EAST,Keffer Jim,Elwell Tyler,WHITFIELD KARA,Other Industries:5,Business Services
NOVO-NORDISK OF NORTH AMERICA INC,,PRINCETON,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,86808,LIBERTY,Kutcha Ken,Lindell Michael,WHITFIELD KARA,Other Industries:5,Business Services
CABOT CORPORATION,,BOSTON,Massachusetts,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,59721,NORTH EAST,Sparks Nathan,Brown Don,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
AMERICAN SHOWA INC,,SUNBURY,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,356666,MID ATLANTIC,Riffe Chloe,Ohio Hybrid,WHITFIELD KARA,Mfg & Dist:4,Automotive
MILLER INDUSTRIES INC TN,,OOLTEWAH,Tennessee,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,82969,SOUTH EAST,Keffer Jim,Elwell Tyler,WHITFIELD KARA,Mfg & Dist:4,Automotive
NORTHEAST COMMUNICATIONS OF WISCONSIN INCORPOR,,GREEN BAY,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,85820,NORTH CENTRAL,Roche Thomas,Villa Luis,WHITFIELD KARA,CME:1,Service Providers
KEIHIN NORTH AMERICA INC,,INDIANAPOLIS,Indiana,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,79327,MID ATLANTIC,Johnson Tony,Porter James,WHITFIELD KARA,Mfg & Dist:4,Automotive
AUDAX GROUP LIMITED PARTNERSHIP,,BOSTON,Massachusetts,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,56907,NORTH EAST,Sparks Nathan,Brown Don,WHITFIELD KARA,Financial Services Industry:2,Banking
VOITH HOLDING INC,,APPLETON,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,99350,INBOUND GLOBAL,Parent Mark,Esping Robert,WHITFIELD KARA,Other Industries:5,Engineering services
CARDINAL GLASS INDUSTRIES INC,,EDEN PRAIRIE,Minnesota,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,62532,NORTH CENTRAL,Mitchell Vicky,Wilson Colby,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
GREEN LIGHT CAPITAL INC,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,74858,LIBERTY,Reilly Bonnie,Seligman Joseph,WHITFIELD KARA,Mfg & Dist:4,Retail
CORE TECHNOLOGY SOLUTIONS LIMITED LIABILITY CO,,PARSIPPANY,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,65946,LIBERTY,Larranaga Bill,Neal Brian,WHITFIELD KARA,Other Industries:5,Computer Software/Services
KOCH ENTERPRISES INC,,EVANSVILLE,Indiana,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,79090,MID ATLANTIC,Johnson Tony,Porter James,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
MCCAIN USA INC,,LISLE,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,82676,INBOUND GLOBAL,Parent Mark,Esping Robert,WHITFIELD KARA,Mfg & Dist:4,Consumer Packaged Goods
AAR CORP,,WOOD DALE,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,355036,NORTH CENTRAL,Reed Bill,Stohl Ryan,WHITFIELD KARA,Mfg & Dist:4,Aerospace
GENESIS HEALTH INC,,JACKSONVILLE,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,73714,SOUTH EAST,Ratzel Alex,Curley Leonard,WHITFIELD KARA,Other Industries:5,Business Services
CRANE GROUP CO,,COLUMBUS,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,500645239,MID ATLANTIC,Riffe Chloe,Ohio Hybrid,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
MISTRAS GROUP INC,,PRINCETON JUNCTION,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,84553,LIBERTY,Schlaffer Felice,Dixon Rose,WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
P A ORTHOCAROLINA,,CHARLOTTE,North Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,500500289,SOUTH EAST,Wales Randy,Nguyen Hung,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
RANGE REGIONAL HEALTH SERVICES,,HIBBING,Minnesota,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,92184,NORTH CENTRAL,Mitchell Vicky,Wilson Colby,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
LIBBEY INC,,TOLEDO,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,79417,MID ATLANTIC,Jenkins Joe,Hunt Carl,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
BELOIT CLINIC SC,,BELOIT,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,59053,NORTH CENTRAL,Huffman Todd,Arguelles Maria,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
MERKLE GROUP INC,,COLUMBIA,Maryland,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,82709,LIBERTY,McLaughlin Stephanie,Mondragon Bryan,WHITFIELD KARA,Other Industries:5,Marketing/Advertising/PR
NEENAH PAPER INC,,ALPHARETTA,Georgia,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,84039,SOUTH EAST,Northcutt Nelson,DeNinno Mike,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
SUMMIT MEDICAL GROUP PA,,BERKELEY HEIGHTS,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,96724,LIBERTY,Ochoa Gus,Trujillo Desiree,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
GEORGIA GULF CORPORATION,,ATLANTA,Georgia,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,72344,SOUTH CENTRAL,Ticknor Monica,Jaydnn Jesz,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
CKS PACKAGING INC,,ATLANTA,Georgia,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,63585,SOUTH EAST,Jenkins Altemis,Chavez Jacqueline,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
RED HAT INC,,RALEIGH,North Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,89562,SOUTH EAST,Wales Randy,Nguyen Hung,WHITFIELD KARA,Other Industries:5,Computer Software/Services
NORMA PENNSYLVANIA INC,,SALTSBURG,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,86669,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,Mfg & Dist:4,Discrete - Energy & Nat. Res.
WILEY REIN LLP,,WASHINGTON,District of Columbia,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,102327,MID ATLANTIC,Montano Andre,Wunsch Thomas,WHITFIELD KARA,Other Industries:5,Legal Services
STI HOLDINGS INC,,STOUGHTON,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,95120,NORTH CENTRAL,Roche Thomas,Villa Luis,WHITFIELD KARA,Mfg & Dist:4,Automotive
CHARLES RIVER LABORATORIES INTERNATIONAL INC,,WILMINGTON,Massachusetts,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,61249,NORTH EAST,Sigmon Shane,Brown Don,WHITFIELD KARA,Health & Life Sciences:3,Life Sciences
CITRIX SYSTEMS INC,,FORT LAUDERDALE,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,63487,SOUTH EAST,Burr Kevin,Wildey Robert,WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
MEDLINE INDUSTRIES INC,,MUNDELEIN,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,81655,NORTH CENTRAL,Uzkan Janet,Dunn Nichole,WHITFIELD KARA,Mfg & Dist:4,Discrete - High Tech
ALLEGHANY CORPORATION,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,356233,LIBERTY,Reilly Bonnie,Seligman Joseph,WHITFIELD KARA,Financial Services Industry:2,Insurance
SEVERN TRENT (DEL) INC,,WILMINGTON,Delaware,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,93891,LIBERTY,Nichols Justin,Vigil Erik,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
CANDLER HOSPITAL INC,,SAVANNAH,Georgia,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,61920,SOUTH EAST,Northcutt Nelson,DeNinno Mike,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
HOLY NAME MEDICAL CENTER INC,,TEANECK,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,75910,LIBERTY,Kutcha Ken,Riley Sean,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
GUARANTEED RATE INC,,CHICAGO,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,74620,NORTH CENTRAL,Uzkan Janet,Dunn Nichole,WHITFIELD KARA,Financial Services Industry:2,Banking
LEND LEASE (US) CONSTRUCTION HOLDINGS INC,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,80788,LIBERTY,Scheer Fred,Riley Sean,WHITFIELD KARA,Other Industries:5,Engineering services
NN INC,,JOHNSON CITY,Tennessee,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,86409,SOUTH EAST,Keffer Jim,Elwell Tyler,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
ALRO STEEL CORPORATION,,JACKSON,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,356354,MID ATLANTIC,Cowan-Strika Julie,Hammond Brad,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
NATIONAL LIFE HOLDING COMPANY,,MONTPELIER,Vermont,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,83199,NORTH EAST,Peltak Jim,Traynor Jordan,WHITFIELD KARA,Financial Services Industry:2,Insurance
SPELLMAN HIGH VOLTAGE ELECTRIC CORPORATION,,HAUPPAUGE,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,94940,LIBERTY,Larranaga Bill,Neal Brian,WHITFIELD KARA,Mfg & Dist:4,Discrete - High Tech
CLOVER HOLDINGS INC,,OTTAWA,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,64315,NORTH CENTRAL,Fyfe Kenneth,Spaulding Jared,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
YORK RISK SERVICES GROUP INC,,parsippany,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,600531706,MID ATLANTIC,Riffe Chloe,Ohio Hybrid,WHITFIELD KARA,Financial Services Industry:2,Insurance
AMERIS BANCORP,,MOULTRIE,Georgia,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,356839,SOUTH EAST,Northcutt Nelson,DeNinno Mike,WHITFIELD KARA,Financial Services Industry:2,Banking
ELKHART PRODUCTS CORPORATION,,ELKHART,Indiana,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,68840,MID ATLANTIC,Johnson Tony,Porter James,WHITFIELD KARA,Mfg & Dist:4,Discrete - Energy & Nat. Res.
